t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,malware
82,172,117,16,73,208,258,228,117,228,240,117,71,240,117,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,215,86,50,274,228,159,208,228,208,187,228,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,1
82,240,117,240,117,240,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,225,35,225,11,117,35,117,35,28,117,230,240,117,208,89,192,89,133,240,208,89,117,225,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
16,208,82,37,158,215,112,123,65,37,158,215,240,117,240,117,240,117,240,117,240,117,35,240,117,240,117,240,117,228,187,208,215,274,158,215,274,158,215,240,117,71,297,135,171,215,145,166,17,22,117,103,240,117,103,240,117,37,173,215,173,284,89,284,158,240,158,117,158,31,172,117,89,158,240,117,158,240,117,89,158,208,158,208,158,117,172,240,117,240,117,80,198,240,117,240,117,173,240,117,1
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,248,20,215,20,215,297,215,208,187,208,198,172,117,172,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,35,172,117,275,240,80,60,215,76,147,268,172,117,99,263,215,100,208,197,103,187,215,248,20,215,297,35,215,260,275,240,117,31,117,215,260,141,65,215,35,156,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,25,172,117,1
82,240,117,240,117,172,117,172,117,16,117,108,110,208,240,117,240,117,240,117,71,56,172,117,240,117,240,117,240,117,240,117,240,117,82,112,123,65,240,117,275,112,208,112,240,117,240,117,198,240,117,240,117,82,172,117,208,16,31,215,108,215,35,208,240,117,80,208,240,117,225,35,11,117,225,35,28,117,240,117,225,35,225,215,230,240,260,275,240,117,31,117,215,117,260,141,65,215,35,156,1
16,110,240,117,240,117,240,117,240,117,240,117,240,117,172,117,99,260,141,65,240,117,240,117,263,215,263,215,263,215,263,215,263,215,263,215,263,215,263,215,274,158,215,274,158,215,240,117,71,297,135,171,215,48,208,112,113,112,123,65,112,123,65,112,123,65,113,112,123,65,112,123,65,112,123,65,113,112,123,65,112,123,65,112,123,65,113,112,123,65,112,123,65,112,123,65,113,112,123,65,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,1
82,240,117,240,117,240,117,240,117,240,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,11,117,28,117,230,240,117,208,89,192,89,133,208,89,260,141,225,35,293,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,82,159,87,14,65,260,224,82,141,65,260,159,224,82,141,65,260,141,159,224,82,141,65,31,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,261,159,224,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,172,117,172,117,271,76,172,117,208,187,240,117,243,159,243,159,243,159,243,159,243,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,260,40,226,65,1
82,86,82,37,70,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,65,20,114,215,260,40,65,260,40,226,65,260,141,65,20,260,40,65,260,141,65,20,260,141,65,260,141,65,260,141,65,82,262,228,275,172,240,275,172,274,158,215,172,117,215,70,37,158,215,82,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,20,1
82,208,187,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,112,123,65,260,141,65,215,240,117,240,117,240,117,240,117,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,159,224,82,2,140,81,261,208,240,117,260,40,209,260,159,260,40,224,82,209,260,141,260,141,260,141,260,141,260,141,260,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,1
35,240,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,35,208,240,117,35,240,117,35,117,260,141,65,225,215,260,275,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,260,141,65,260,172,60,240,248,208,248,208,248,117,99,117,99,297,257,215,199,117,99,264,199,264,199,264,199,264,199,264,199,264,208,199,264,208,264,199,264,208,199,264,187,117,99,199,264,199,264,199,264,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,159,224,82,159,224,82,159,224,82,141,260,141,1
35,240,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,35,208,240,117,35,240,117,35,117,260,141,65,225,215,260,275,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,260,141,65,260,172,60,240,248,208,248,208,248,117,99,117,99,297,257,215,199,117,99,264,199,264,199,264,199,264,199,264,199,264,208,199,264,208,264,199,264,208,199,264,187,117,99,199,264,199,264,199,264,1
208,240,117,208,82,198,208,187,208,240,117,240,117,274,158,215,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,240,117,228,82,240,117,240,117,240,117,240,117,240,117,172,117,172,117,16,172,117,172,117,172,117,108,172,117,106,171,37,240,117,37,215,158,37,215,240,117,37,158,215,117,144,194,37,1
306,208,240,306,297,306,112,117,99,306,198,240,117,57,306,57,159,57,85,215,306,215,120,306,208,240,117,240,117,57,306,57,306,266,306,112,123,65,112,123,65,147,212,253,79,215,85,297,199,264,215,208,172,117,262,215,274,158,215,274,158,215,240,117,71,297,135,171,215,187,208,172,117,262,187,208,172,117,262,187,208,172,117,262,187,208,172,117,262,187,208,172,117,262,187,208,172,117,262,187,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,159,224,82,261,159,224,82,159,224,82,1
82,240,117,240,117,240,117,240,117,240,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,225,35,11,117,225,35,240,117,28,117,225,35,225,230,240,117,215,208,89,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,71,56,172,117,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,71,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,172,117,172,117,208,240,117,187,172,117,159,208,187,172,117,228,208,240,208,187,208,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,71,141,65,260,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,240,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,208,260,2,140,81,208,159,224,82,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,1
110,60,81,60,81,60,81,228,274,158,215,274,158,215,240,117,71,297,135,171,215,240,117,50,240,117,297,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,215,111,291,81,208,187,208,274,158,266,215,35,208,228,240,117,60,81,240,117,240,117,240,117,208,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,159,224,82,141,260,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
82,240,117,240,117,93,117,172,117,16,117,215,235,117,172,117,228,208,240,117,82,198,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,71,56,172,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,198,208,187,208,240,117,240,117,240,117,82,37,158,215,240,117,275,37,240,117,240,117,198,240,117,240,117,82,172,117,208,93,208,16,31,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,82,208,187,208,172,117,172,208,16,172,117,99,260,215,243,208,260,87,202,65,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,187,208,260,202,65,1
208,187,208,93,297,199,264,199,264,199,264,199,264,271,297,252,215,8,199,264,271,298,297,215,286,298,257,215,257,215,257,215,257,215,257,215,257,215,286,20,34,119,215,297,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,264,252,1
172,117,208,76,274,158,215,274,158,215,76,215,76,172,117,172,117,286,240,286,297,135,171,215,298,297,135,171,215,198,228,297,111,140,81,8,199,264,199,8,208,264,208,264,208,187,208,264,208,187,199,194,144,199,297,208,264,199,8,208,264,208,264,187,199,183,199,252,187,215,240,117,240,117,71,297,135,171,215,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,240,117,240,117,222,215,1
82,208,187,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,112,123,65,260,141,65,215,240,117,240,117,240,117,240,117,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,1
82,240,117,240,117,240,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,11,117,28,117,230,240,117,208,89,192,89,133,208,89,260,141,293,256,65,260,202,260,202,1
82,240,117,240,117,240,117,240,117,93,240,117,16,228,208,240,117,82,198,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,71,56,172,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,198,208,187,208,240,117,240,117,240,117,82,37,158,215,240,117,275,37,240,117,240,117,198,240,117,240,117,82,172,117,208,93,208,16,31,215,108,208,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,260,141,65,31,240,82,261,172,117,260,208,260,2,140,81,208,159,261,224,82,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1
82,172,117,16,208,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,215,95,1
159,208,260,141,65,208,20,34,215,260,141,65,260,141,65,172,117,187,208,187,86,187,80,262,208,262,215,274,158,215,274,158,215,240,117,71,297,135,171,215,262,187,262,208,262,187,262,208,262,187,262,208,262,187,262,208,262,187,262,208,262,187,262,208,262,187,208,271,240,117,11,208,172,117,187,297,8,262,208,262,187,262,208,262,187,262,208,262,187,262,208,262,187,135,171,262,208,262,187,262,1
89,172,117,100,215,172,117,172,117,16,215,108,112,248,257,144,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,20,215,20,215,257,112,257,82,297,252,215,245,14,65,245,14,65,248,297,125,215,297,208,125,215,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,117,260,141,117,65,86,112,123,297,125,215,65,275,86,112,240,117,215,297,252,215,245,14,65,1
286,172,117,85,208,187,208,240,85,240,85,71,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,240,85,240,85,240,117,172,117,240,85,240,85,240,85,208,172,117,298,297,135,171,215,240,85,240,172,85,240,117,172,85,240,117,172,117,110,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,240,117,71,297,135,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,82,87,14,65,260,141,159,224,82,141,65,260,141,65,260,159,224,82,141,65,31,159,224,82,159,224,82,261,159,224,82,172,117,159,117,224,260,82,260,2,140,81,159,224,82,159,224,82,1
82,240,117,240,117,240,117,240,117,240,117,172,117,172,117,16,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,208,240,117,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,159,224,82,261,172,117,260,2,140,81,159,224,82,159,224,82,159,224,82,261,208,159,224,82,240,117,260,159,224,82,260,40,209,159,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,274,158,274,158,215,274,278,274,158,215,278,215,274,215,274,176,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,37,158,215,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,1
82,240,117,240,117,240,117,240,117,240,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,11,117,28,117,225,35,230,240,117,208,89,192,89,133,208,89,260,141,293,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,260,40,226,65,1
82,208,187,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,112,123,65,260,141,65,215,240,117,240,117,240,117,240,117,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
82,16,172,117,111,140,111,81,111,140,111,81,111,140,111,140,111,81,215,240,117,71,297,135,171,215,111,140,111,140,111,81,111,140,111,81,111,140,111,81,111,140,111,140,111,81,271,131,194,144,297,215,194,20,215,255,20,34,215,20,215,85,240,117,228,240,117,194,50,20,215,255,20,34,215,20,215,20,215,111,140,111,81,194,297,208,252,234,215,20,119,215,187,208,111,112,123,65,111,140,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,71,56,172,117,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,1
215,117,20,135,215,117,208,117,208,117,240,117,240,117,240,117,240,117,240,117,208,257,215,240,117,71,297,135,171,215,257,114,257,114,215,114,215,114,257,114,257,114,215,114,215,257,114,257,114,257,114,215,257,114,215,257,114,215,257,114,215,114,215,257,114,257,114,208,114,215,257,114,215,114,215,257,114,257,114,215,114,215,257,114,257,114,215,114,215,257,114,215,257,114,257,114,215,114,215,257,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,1
82,240,117,240,117,240,117,240,117,240,117,172,117,172,117,16,228,208,240,117,82,198,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,71,56,172,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,198,208,187,208,240,117,240,117,240,117,82,37,158,215,240,117,275,37,240,117,240,117,198,240,117,240,117,82,172,117,208,16,31,215,108,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,1
